id,municipality,school,ownership,ownershipCategory,grades,specialSchool,pupils,registryUpdated,testGrade,testYear,reading,maths,english,readingUncertainty,mathsUncertainty,englishUncertainty,surveyGrade,wellbeing,wellbeingYear,bullying,bullyingYear,bullyingStatus,pupilsPerTeacher,teacherRatioYear,grade10Points,pointsYear,notes,sourceUrl,organisationNumber,showOnMap,excelRowVisible,latitude,longitude,address,sourceWorkbookRow
974611449,Stavanger,Våland skole,Offentlig,public,1–7,False,479,2026-09-13,5,2025-26,51,51,52,2.1,2,1.9,7,4,2025-26,7.200000000000001,2025-26,Published,15.02,2025-26,,,,https://skoleoversikten.no/skoler/974611449/valand-skole,974611449,True,True,58.96224,5.73271,"Schives gate 21, 4010 STAVANGER",47
974611848,Stavanger,Smiodden skole,Offentlig,public,8–10,False,244,2026-09-13,8,2025-26,48,47,53,1.9,2.1,1.9,10,4.2,2025-26,16.7,2024-25,Suppressed,19.11,2025-26,40.4,2025-26,Bullying uses older published year,https://skoleoversikten.no/skoler/974611848/smiodden-skole,974611848,False,False,58.96831,5.6069,"Alkeveien 19, 4049 HAFRSFJORD",48
974611546,Stavanger,Hundvåg skole,Offentlig,public,1–7,False,447,2026-09-13,5,2025-26,50,51,50,2.5,2.5,2.7,7,4.2,2025-26,11.3,2025-26,Published,16.16,2025-26,,,,https://skoleoversikten.no/skoler/974611546/hundvag-skole,974611546,False,False,58.99649,5.7327,"Hundvågveien 75, 4085 HUNDVÅG",49
916579632,Stavanger,Wang Ung Stavanger AS,Privat,private,8–10,False,180,2026-09-13,8,2025-26,53,54,52,1.9,2.1,1.9,10,4.3,2025-26,12.3,2023-24,Suppressed,22.06,2025-26,49.9,2025-26,Bullying uses older published year; Private: check curriculum and language before comparing,https://skoleoversikten.no/skoler/916579632/wang-ung-stavanger-as,916579632,False,False,58.9546,5.70006,"Gunnar Warebergs gate 5, 4021 STAVANGER",50
975275612,Sola,Skadberg skole,Offentlig,public,1–7,False,508,2026-08-12,5,2025-26,49,51,53,2.3,2.4,2.2,7,4.3,2025-26,9.3,2024-25,Suppressed,17.62,2025-26,,,Bullying uses older published year,https://skoleoversikten.no/skoler/975275612/skadberg-skole,975275612,True,True,58.88323,5.66776,"Litlabergvegen 20, 4051 SOLA",51
974610833,Sandnes,Sviland skule,Offentlig,public,1–7,False,143,2026-09-13,5,2025-26,49,51,49,4.2,3.4,4.5,7,4.1,2024-25,,,Not available,12.01,2025-26,,,,https://skoleoversikten.no/skoler/974610833/sviland-skule,974610833,False,False,58.82789,5.82066,"Svilandveien 213, 4337 SANDNES",52
974611120,Sandnes,Maudland skole,Offentlig,public,1–7,False,199,2026-09-13,5,2025-26,49,51,47,2.8,3,3.2,7,4.5,2025-26,27.699999999999996,2024-25,Suppressed,14.03,2025-26,,,Bullying uses older published year,https://skoleoversikten.no/skoler/974611120/maudland-skole,974611120,False,False,58.91924,5.8712,"Kristines vei 1, 4311 HOMMERSÅK",53
973857622,Sandnes,Porsholen skole,Offentlig,public,1–7,False,354,2026-09-13,5,2025-26,51,50,56,2.7,2.8,2.8,7,4.3,2025-26,11.1,2025-26,Published,15.1,2025-26,,,,https://skoleoversikten.no/skoler/973857622/porsholen-skole,973857622,False,False,58.88097,5.73655,"Porsmyrveien 33, 4314 SANDNES",54
984034547,Stavanger,Tastarustå skole,Offentlig,public,8–10,False,404,2026-09-13,8,2025-26,51,49,52,1.8,1.8,1.6,10,4.1,2025-26,6.9,2025-26,Published,14.78,2025-26,43.9,2025-26,,https://skoleoversikten.no/skoler/984034547/tastarusta-skole,984034547,False,False,58.98634,5.69202,"Gjerdeveien 32, 4027 STAVANGER",55
874611492,Stavanger,Kvaleberg skole,Offentlig,public,1–7,False,353,2026-09-13,5,2025-26,51,50,52,3.1,3.2,2.8,7,4.1,2025-26,10.2,2025-26,Published,16.42,2025-26,,,,https://skoleoversikten.no/skoler/874611492/kvaleberg-skole,874611492,False,False,58.94385,5.74545,"Hillevågsveien 82, 4016 STAVANGER",56
974611813,Stavanger,Madlavoll skole,Offentlig,public,1–7,False,359,2026-09-13,5,2025-26,51,50,50,2.5,2.6,2.8,7,4.1,2025-26,13.699999999999998,2025-26,Published,15.74,2025-26,,,,https://skoleoversikten.no/skoler/974611813/madlavoll-skole,974611813,False,False,58.94278,5.69083,"Jernalderveien 47, 4041 HAFRSFJORD",57
875275542,Sola,Sola ungdomsskole,Offentlig,public,8–10,False,351,2026-09-13,8,2025-26,50,50,52,1.8,1.9,1.6,10,4.1,2025-26,10.2,2025-26,Published,19.89,2025-26,43.7,2025-26,,https://skoleoversikten.no/skoler/875275542/sola-ungdomsskole,875275542,False,False,58.89561,5.65859,"Skolevegen 14, 4055 SOLA",58
974610906,Sandnes,Skeiane ungdomsskole,Offentlig,public,8–10,False,513,2026-09-13,8,2025-26,50,49,52,1.4,1.5,1.3,10,3.9,2025-26,11.9,2025-26,Published,18.08,2025-26,41.8,2025-26,,https://skoleoversikten.no/skoler/974610906/skeiane-ungdomsskole,974610906,False,False,58.84747,5.72032,"Vårveien 9, 4319 SANDNES",59
974611627,Stavanger,Revheim skole,Offentlig,public,8–10,False,287,2026-09-13,8,2025-26,49,50,52,1.9,2,1.8,10,4,2025-26,8.0,2025-26,Published,20,2025-26,45,2025-26,,https://skoleoversikten.no/skoler/974611627/revheim-skole,974611627,False,False,58.95224,5.64228,"Revheimsveien 128, 4043 HAFRSFJORD",60
975275299,Stavanger,Mosterøy skole,Offentlig,public,1–7,False,209,2026-08-12,5,2025-26,51,50,50,3.2,3.7,3.1,7,4.3,2025-26,13.5,2024-25,Suppressed,16.18,2025-26,,,Bullying uses older published year,https://skoleoversikten.no/skoler/975275299/mosteroy-skole,975275299,False,False,59.07874,5.66926,"Vodlaveien 1, 4156 MOSTERØY",61
982944635,Stavanger,Stavanger Kristne grunnskole,Privat,private,1–10,False,118,2026-09-13,5,2022-23,49,50,55,4.7,3.7,3.3,7,4,2025-26,,,Suppressed,13.82,2025-26,45.4,2025-26,Academic results use older published year; Private: check curriculum and language before comparing,https://skoleoversikten.no/skoler/982944635/stavanger-kristne-grunnskole,982944635,False,False,58.96039,5.69091,"Adjunkt Hauglands gate 52, 4022 STAVANGER",62
975275582,Sola,Grannes skole,Offentlig,public,1–10,False,256,2026-09-13,5,2025-26,49,50,53,3.5,2.8,2.8,7,4.2,2025-26,23.3,2023-24,Suppressed,14.01,2025-26,,,Registry lists 1–10 but no grade-8 test records; verify actual grade range; Bullying uses older published year,https://skoleoversikten.no/skoler/975275582/grannes-skole,975275582,False,False,58.91805,5.68241,"Grannessletta 150, 4052 RØYNEBERG",63
974611406,Stavanger,Vardenes skole,Offentlig,public,1–7,False,333,2026-09-13,5,2025-26,49,50,52,2.3,2.3,2.5,7,4.1,2025-26,18.4,2024-25,Suppressed,14.26,2025-26,,,Bullying uses older published year,https://skoleoversikten.no/skoler/974611406/vardenes-skole,974611406,False,False,58.99561,5.6828,"Gamle Dusavikveien 4, 4029 STAVANGER",64
974611589,Stavanger,Sunde skole,Offentlig,public,1–7,False,381,2026-08-12,5,2025-26,49,50,51,2.5,2.6,2.6,7,4.3,2025-26,10.9,2025-26,Published,14.44,2025-26,,,,https://skoleoversikten.no/skoler/974611589/sunde-skole,974611589,False,False,58.96177,5.62086,"Sundeveien 10, 4047 HAFRSFJORD",65
974610973,Sandnes,Riska ungdomsskole,Offentlig,public,8–10,False,349,2026-09-13,8,2025-26,48,49,51,1.8,1.8,1.7,10,4,2025-26,7.3,2025-26,Published,19.96,2025-26,41.7,2025-26,,https://skoleoversikten.no/skoler/974610973/riska-ungdomsskole,974610973,False,False,58.92644,5.84626,"Nøtteskjellveien 7, 4310 HOMMERSÅK",66
974611635,Stavanger,St. Svithun skole,Offentlig,public,8–10,False,442,2026-08-12,8,2025-26,48,47,51,1.8,1.9,1.5,10,4,2025-26,9.0,2025-26,Published,16.87,2025-26,43.1,2025-26,,https://skoleoversikten.no/skoler/974611635/st-svithun-skole,974611635,False,False,58.9648,5.74042,"Vikedalsgata 11, 4012 STAVANGER",67
923614648,Sandnes,Bogafjell ungdomsskole,Offentlig,public,8–10,False,399,2026-09-13,8,2025-26,47,48,51,1.7,1.7,1.7,10,4.2,2025-26,6.0,2025-26,Published,19.78,2025-26,44.5,2025-26,,https://skoleoversikten.no/skoler/923614648/bogafjell-ungdomsskole,923614648,False,False,58.82187,5.74469,"Lyngholen 5, 4324 SANDNES",68
974611503,Stavanger,Vaulen skole,Offentlig,public,1–7,False,675,2026-09-13,5,2025-26,49,50,49,1.9,1.8,1.9,7,4.2,2025-26,5.9,2025-26,Published,15.09,2025-26,,,,https://skoleoversikten.no/skoler/974611503/vaulen-skole,974611503,False,False,58.93094,5.73281,"Auglendsbakken 27, 4018 STAVANGER",69
974610817,Sandnes,Austrått skole,Offentlig,public,1–7,False,255,2026-09-13,5,2025-26,48,50,53,3,3.8,2.9,7,3.9,2025-26,10.9,2025-26,Published,11.93,2025-26,,,,https://skoleoversikten.no/skoler/974610817/austratt-skole,974610817,False,False,58.84191,5.73992,"Austråttveien 1, 4306 SANDNES",70
974610795,Sandnes,Ganddal skole,Offentlig,public,1–7,False,538,2026-09-13,5,2025-26,48,50,51,1.7,2.2,2.2,7,4.4,2025-26,7.200000000000001,2024-25,Suppressed,13.38,2025-26,,,Bullying uses older published year,https://skoleoversikten.no/skoler/974610795/ganddal-skole,974610795,False,False,58.8233182,5.7112262,"Telefonveien 1, 4322 SANDNES",71
974611465,Stavanger,Kampen skole,Offentlig,public,1–7,False,443,2026-09-13,5,2025-26,48,50,50,2.8,2.4,2.5,7,4.2,2025-26,10.0,2025-26,Published,16.26,2025-26,,,,https://skoleoversikten.no/skoler/974611465/kampen-skole,974611465,False,False,58.97211,5.71643,"Kampensgata 33, 4024 STAVANGER",72
974610825,Sandnes,Hana skole,Offentlig,public,1–7,False,297,2026-09-13,5,2025-26,47,50,56,2.5,2.7,2.9,7,4.1,2025-26,22.2,2025-26,Published,13.81,2025-26,,,,https://skoleoversikten.no/skoler/974610825/hana-skole,974610825,False,False,58.8555,5.77538,"Hanamyrveien 21, 4328 SANDNES",73
820332342,Stavanger,Biss Gausel Sti,Privat,private,1–10,False,400,2026-09-13,5,2025-26,39,50,62,1.7,2.8,2.3,7,4,2025-26,,,Suppressed,27.82,2025-26,47.2,2025-26,Private: check curriculum and language before comparing,https://skoleoversikten.no/skoler/820332342/biss-gausel-sti,820332342,False,False,58.89721,5.73376,"Gauselbakken 107, 4032 STAVANGER",74
974610876,Sandnes,Iglemyr skole,Offentlig,public,1–7,False,332,2026-09-13,5,2025-26,47,48,49,2.9,2.9,3,7,4.1,2025-26,19.2,2025-26,Published,16.49,2025-26,,,,https://skoleoversikten.no/skoler/974610876/iglemyr-skole,974610876,False,False,58.8442,5.75451,"Myrullveien 1, 4326 SANDNES",75
974611678,Stavanger,Kvernevik skole,Offentlig,public,1–7,False,441,2026-09-13,5,2025-26,46,48,51,2,2.3,2.1,7,4.2,2025-26,13.600000000000001,2024-25,Suppressed,13.85,2025-26,,,Bullying uses older published year,https://skoleoversikten.no/skoler/974611678/kvernevik-skole,974611678,False,False,58.96676,5.60541,"Heiloveien 11, 4049 HAFRSFJORD",76
994392328,Sandnes,Lundehaugen ungdomsskole,Offentlig,public,8–10,False,417,2026-09-13,8,2025-26,49,50,50,1.8,1.7,1.5,10,4.2,2025-26,7.400000000000001,2025-26,Published,16.58,2025-26,42.6,2025-26,,https://skoleoversikten.no/skoler/994392328/lundehaugen-ungdomsskole,994392328,False,False,58.82743,5.72557,"Haugen 12, 4323 SANDNES",77
