Municipality,School,Organisation number,School year,Grade,Measure type,Measure,Value,Uncertainty ±,Suppressed,Source URL
Stavanger,Vaulen skole,974611503,2025-26,6,Survey,laringskultur,3.8,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2025-26,6,Survey,fagligUtfordring,3.9,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2025-26,6,Survey,stotteHjemmefra,4.4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2025-26,6,Survey,elevdemokrati,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2025-26,6,Survey,fellesRegler,4.4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2025-26,5,Survey,trivsel,4.2,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2025-26,5,Survey,motivasjon,3.5,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2025-26,5,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2025-26,5,Survey,stotteFraLarerne,4.5,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2025-26,5,Survey,vurderingForLaring,3.7,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2025-26,5,Survey,laringskultur,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2025-26,5,Survey,fagligUtfordring,3.9,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2025-26,5,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2025-26,5,Survey,elevdemokrati,3.8,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2025-26,5,Survey,fellesRegler,4.3,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,7,Survey,trivsel,4.1,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,7,Survey,motivasjon,3.4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,7,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,7,Survey,stotteFraLarerne,4.1,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,7,Survey,vurderingForLaring,3.5,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,7,Survey,laringskultur,3.7,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,7,Survey,fagligUtfordring,3.7,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,7,Survey,stotteHjemmefra,4.1,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,7,Survey,elevdemokrati,3.5,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,7,Survey,fellesRegler,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,6,Survey,trivsel,4.3,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,6,Survey,motivasjon,3.7,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,6,Survey,mestring,4.2,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,6,Survey,stotteFraLarerne,4.4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,6,Survey,vurderingForLaring,3.9,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,6,Survey,laringskultur,3.9,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,6,Survey,fagligUtfordring,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,6,Survey,stotteHjemmefra,4.5,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,6,Survey,elevdemokrati,3.8,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,6,Survey,fellesRegler,4.3,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,5,Survey,trivsel,4.1,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,5,Survey,motivasjon,3.7,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,5,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,5,Survey,stotteFraLarerne,4.5,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,5,Survey,vurderingForLaring,3.7,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,5,Survey,laringskultur,3.8,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,5,Survey,fagligUtfordring,3.8,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,5,Survey,stotteHjemmefra,4.2,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,5,Survey,elevdemokrati,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2024-25,5,Survey,fellesRegler,4.5,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,7,Survey,trivsel,4.2,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,7,Survey,motivasjon,3.4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,7,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,7,Survey,stotteFraLarerne,4.2,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,7,Survey,vurderingForLaring,3.6,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,7,Survey,laringskultur,3.9,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,7,Survey,fagligUtfordring,3.9,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,7,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,7,Survey,elevdemokrati,3.7,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,7,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,6,Survey,trivsel,4.1,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,6,Survey,motivasjon,3.4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,6,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,6,Survey,stotteFraLarerne,4.4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,6,Survey,vurderingForLaring,3.7,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,6,Survey,laringskultur,3.8,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,6,Survey,fagligUtfordring,3.8,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,6,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,6,Survey,elevdemokrati,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,6,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,5,Survey,trivsel,4.3,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,5,Survey,motivasjon,3.8,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,5,Survey,mestring,4.1,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,5,Survey,stotteFraLarerne,4.5,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,5,Survey,vurderingForLaring,3.6,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,5,Survey,laringskultur,4.2,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,5,Survey,fagligUtfordring,3.9,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,5,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,5,Survey,elevdemokrati,3.8,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2023-24,5,Survey,fellesRegler,4.3,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,7,Survey,trivsel,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,7,Survey,motivasjon,3.4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,7,Survey,mestring,4.1,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,7,Survey,stotteFraLarerne,4.3,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,7,Survey,vurderingForLaring,3.7,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,7,Survey,laringskultur,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,7,Survey,fagligUtfordring,3.9,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,7,Survey,stotteHjemmefra,4.3,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,7,Survey,elevdemokrati,3.6,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,7,Survey,fellesRegler,4.2,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,6,Survey,trivsel,4.3,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,6,Survey,motivasjon,3.8,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,6,Survey,mestring,4.1,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,6,Survey,stotteFraLarerne,4.5,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,6,Survey,vurderingForLaring,3.8,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,6,Survey,laringskultur,4.1,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,6,Survey,fagligUtfordring,4.1,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,6,Survey,stotteHjemmefra,4.4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,6,Survey,elevdemokrati,3.8,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,6,Survey,fellesRegler,4.5,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,5,Survey,trivsel,4.2,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,5,Survey,motivasjon,3.8,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,5,Survey,mestring,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,5,Survey,stotteFraLarerne,4.5,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
Stavanger,Vaulen skole,974611503,2022-23,5,Survey,vurderingForLaring,4,,False,https://skoleoversikten.no/skoler/974611503/vaulen-skole
